editorid,journalid
53f43daedabfaeecd69963f1,f5603cfa-a71f-4aaf-8ee9-21c866c98698
53f4310edabfaeb2ac01851a,6af013e0-cbd5-464b-a94a-6e49c5ba04db
53f32461dabfae9a84468a02,2a9c574f-5c57-462b-b604-a31afb6301b6
53f38ad6dabfae4b34a2f3b2,bf77ad57-e35f-4d5d-9ec2-d732ea7380d5
5448599cdabfae87b7e103ec,ec8ad4a9-5c35-4de6-b936-ada9a29e5b4a
54487f4cdabfae87b7e33387,eacdc1b5-6cbb-48aa-8e61-f25ee894b508
53f43101dabfaeb2ac017ba2,1acf8711-c748-4c35-8249-5eaf2a171adf
53f46424dabfaeecd6a0467e,f2ee1a68-54f8-4662-a0df-572a95e2eaa6
53f42cccdabfaee02ac5878f,c09e509f-65dd-4d08-a642-d90c28bd8184
53f44522dabfaee02ad13d64,a1f53cd9-4dfa-4137-9575-f77ba259a394
54857d42dabfaed7b5fa22b3,07c1a958-2d62-4327-b563-7512da4c7ce9
53f45f6bdabfaedf4362b7b5,c8067c8b-ae4e-4bc8-bfab-8d1400dee9a1
53f43767dabfaee1c0aa6509,ae13718d-6eed-48f9-bac2-50dd0e43fcbe
53f466f9dabfaeecd6a0f437,560228a9-8303-4acc-abae-5c5ba3a27351
53f43052dabfaedd74d5be13,bd1b828e-27aa-43d7-882a-21d442fb273f
54331c0fdabfaeb4c6aa90f9,2e07bfe3-bdd7-44e3-a37b-c61341b712c7
53f43502dabfaec09f170cd3,d62ec6df-daed-489d-95f5-965f12dd01a1
53f4340adabfaee0d9b4ea32,cba88d0c-95e6-4471-b1d0-bb03e82480f0
53f468acdabfaee4dc8573a5,fc717c5c-65d6-42a5-8b61-690da3f2f62a
53f438a7dabfaee43ec4547e,bae91660-813c-4cdf-a886-8556da4ee3b4
54854870dabfae9b40133537,63139a86-312c-461c-87c6-925d50e11838
5601e3cb45cedb3395ed5365,df2ddbc0-fcad-4bf6-a5e2-17796764333d
53f45690dabfaee2a1d74a2a,7fe82f5e-12c3-4fb1-8f37-9f59fd55819c
53f44af5dabfaec09f1db3d4,895183af-7ecf-4d95-8811-92e40d3752a3
53f47049dabfaec09f266093,5683e2d8-5808-4166-a894-a3fc79799920
53f44380dabfaee2a1d28fc5,fc9e2800-e495-455d-9b15-04ad3404d365
53f36926dabfae4b349a529d,00f50560-bc87-41cc-bb0b-ca73450d7168
53f454abdabfaeb22f4fa48f,3c759638-10c4-45b7-aafe-03bdf6232e5d
5410ac41dabfae44f08cedb1,a670e3be-f0c4-41ed-91d3-ff71c77654c0
56018d2545cedb3395e76676,de49c843-4e7a-4006-8fa2-0c1b800c6b70
544890f1dabfae87b7e44ba6,339c694b-b36e-46d3-aa25-eaf212a1df7f
54410531dabfae7d84bd3c19,9179f022-bb0a-4048-8822-7a2cdc4e64d7
53f42dabdabfaeb2acfee2e8,cbcc7dcc-5728-40e2-8ea1-1b8c7877a1e8
53f447b3dabfaeee229fcb3f,a5f4a1c8-81bf-4eaa-9c45-afd66772938f
5434ed98dabfaebba587fd1d,7854d3cb-8d9a-442b-8b15-d01c41527eb5
53f460b4dabfaedd74e52c2c,4d3fd119-f2fb-4d16-ae75-0e05e650c000
53f43563dabfaedd74d980b0,f3017d7f-39a5-48ad-9583-31ba09a9a994
53f46cf8dabfaee43ed10b2d,41eb132b-2c3f-4847-871d-b7e28b215273
54852960dabfae8a11fb26a5,0e43732d-203f-4f2b-8166-d77640b67559
53f438dbdabfaedf435974bc,b383f7e9-2e8a-44a9-8289-cf63ce7010db
53f4c8cadabfaee57877e13e,647f49bb-fc9a-4f35-87fb-0e611376e6bf
53f43497dabfaec22ba706a0,4150468f-9350-43f0-9e58-119725967a61
53f387bddabfae4b34a1d456,c699631b-2fee-4526-b555-bcb2783bf0f9
53f49d3edabfaebfa677b5cb,3fcc0294-2458-401d-b9d2-1b5c5418706d
5406a5b7dabfae8faa616b3d,769327da-8931-45ea-a2e2-111c2066136d
53f4588edabfaefedbb58679,3ab4f4d8-a026-4366-a768-a32e633abb26
53f436b8dabfaeb2ac055cb2,71e4abd6-40de-4265-9ad2-c18c355eda97
53f431bbdabfaedd74d6e181,9a2c8ae0-e67d-4a2c-946a-2f734bb130ee
53f37ae0dabfae4b349e2098,08b1f36a-afab-4cb0-a80f-4914779c3996
53f453aadabfaeb22f4f629e,04431a0c-06bd-468b-a9d2-f4d9d1b8b5bc
53f46903dabfaee43ed01134,86c29ca6-0f1a-43ec-9742-1cea42a97dd7
5405cf1ddabfae450f3d4aca,73c801da-2194-4c5f-adcc-77c7a31ff439
53f42fa8dabfaee43ebe23ef,2c8d909c-cc38-43f4-abfd-88f57c0b37c4
53f4320edabfaee1c0a702d0,ee733b41-9262-421d-8280-95c0d64e1351
56075c0e45cedb3396a90eb2,2f8e51f7-ef3c-44c7-9223-5544714fa33d
562ca6ca45cedb3398c86a66,0f9b8d16-d9de-4905-9d2b-7e71fbf30caf
53f453aedabfaeb22f4f637d,1455ba1b-0c47-40a9-b760-f9e6be09ef86
53f43032dabfaeb22f42b944,327dbaaa-acff-41f1-b241-7dea5019c98a
53f446f2dabfaee4dc7d34c5,143e8535-77af-4920-99ff-4a00f8e64f0a
53f43259dabfaec22ba57b36,7a2cad9b-f3ec-4436-9fe5-0ef991695937
53f44edcdabfaee0d9bd594e,15fa343b-b580-4a60-ba34-dee1da74e097
53f439e8dabfaec09f19d15c,70afc3c1-8517-4690-846d-099fc93368ef
53f42dbadabfaec22ba1c64b,547d6e1d-d96b-478e-94ed-a71afa6668ba
53f47310dabfaeecd6a3d390,7d3f50a1-0d45-4e2d-9e20-34e6406486c1
53f3aa92dabfae4b34af4702,c1207e0d-c25f-4bcd-a32d-67e2ca3c704c
53f64247dabfaed4c20f3cc2,baa9e6a6-a8b1-40db-aa62-cceefdb0b17f
53f32d28dabfae9a844991ba,0b052485-1104-4e94-bdfe-4421306bd426
53f4648edabfaeee22a4cb7f,b0d76d7b-384f-456a-ad32-0f28030d5fcc
5405969fdabfae450f3ba448,6868e7b1-3f44-48b8-acf4-6ab1ed00be47
562cbd4045cedb3398cac1f9,84fe7c65-a622-4bac-a394-10ac93bfa2e1
53f42d58dabfaee2a1c7b89b,fb73be9f-829b-46ff-bc3e-a2b97b49c877
544102d7dabfae7d84bd2ca2,72a550eb-0aad-421d-b0e9-8d7886d27a49
53f431dadabfaee1c0a6d8c1,abe5e43f-46ff-47b5-93a6-6016c2d3ffc9
542a46eedabfae61d4962805,3612a410-8d74-4466-a815-c885e91634d4
53f38b91dabfae4b34a33c03,f72784bd-add4-4b5e-8555-a17dcb74cd76
542a550cdabfae61d496cb60,ede535c7-0592-4d7e-90ae-f34597654841
53f4507ddabfaefedbb3ad4b,618fb193-08c2-4402-a953-7935ba1ab744
53f78e17dabfae9060acb543,77af6de9-499b-4a27-a13b-e3b56e20dff3
53f39c54dabfae4b34a9c195,d559c648-76bc-42fd-ab5b-cfcabc833fee
53f4380bdabfaee1c0aac821,49898c89-061c-43f9-b194-ba44c0718471
53f4371bdabfaec22ba87612,0a251711-15df-4d55-8f75-76c96d890df7
53f42cb6dabfaedd74d2cd66,d0a77042-9ffc-4eb6-b884-333df396294d
53f46417dabfaee2a1da5baf,7e9d5532-b172-4c79-ae6f-1e1920792ef1
53f48082dabfae963d25a84d,e086b34d-efaa-4e88-b116-40b203b24bb7
5405cdc2dabfae8faa6024ea,5ec5ad93-a657-4450-a8de-c1fd54e27262
53f43b37dabfaedf435ae296,a4b2c966-7223-4eb7-aae2-05279fd5858d
53f45f44dabfaee4dc8324f8,a645ae6c-c13d-40fb-b6dc-3ba54d1e096c
53f42cbbdabfaeb22f3fe93f,bd21d36e-132f-420e-8ed4-e13c427b14cd
53f430abdabfaee4dc742fa5,7af42733-6ba2-4ea2-854a-6bb7091d02a9
53f46c3bdabfaec09f256af3,ace63044-908f-4997-a620-eae25465d227
5601885945cedb3395e6c053,d359c768-c083-436c-8b9a-8d7b5b9fa8b8
53f45057dabfaee0d9bdba68,0ac98512-1b20-4003-a26c-dd8a0e0acf47
53f42f38dabfaee2a1c93b84,76d17231-9bc6-4693-85eb-c038edb188cc
53f3ae2fdabfae4b34b0ae8a,02a36972-114e-4c6c-b1f6-793c406d30ac
53f42e42dabfaeb1a7b96cf0,9e768aed-85a8-4c7f-ab17-0c19c1a0ae67
53f46356dabfaeecd6a01276,c940eb49-8862-4efe-a7ce-49f8fc0c64a0
53f38cecdabfae4b34a3c436,1e8d7a96-84b6-4d06-a760-6ce739251e68
560176bc45cedb3395e5b775,d5c9408b-de16-4c9f-999a-d3c72668c67b
53f45022dabfaedf435f2c37,83a7abf7-4cca-4fdf-b373-7da70dcbb4ef
540944a2dabfae450f471292,03c4cb53-6aa4-4bd1-a6e6-5ae8e1209471
53f45505dabfaeb22f4fba90,31083eac-becf-40d1-bb7c-4e953d850ee6
53f42fefdabfaec09f1348f8,84fbf3ef-40b9-4be9-81ce-63261795646b
53f44d9cdabfaeb22f4dd6f7,f3018629-9c85-40f3-b53e-ad3ed3ae8220
53f43371dabfaee43ec116dd,987afb89-5b98-4cb5-bbfe-4e8fdabc4360
53f458f8dabfaeee22a3d8df,8cdd81ff-fbab-47ef-9088-cdffd3eb38d3
541079d1dabfae44f08b1d17,055c4dd4-7c0c-46e0-b3fa-ab1bf1215c8f
53f4376fdabfaedd74da9d7f,0f21c597-5844-4803-9300-d150353bd83b
53f470b9dabfaee4dc876fb5,3955ca3b-0798-40cc-9846-b474911c6e22
54056cafdabfae91d3fe18b1,50bc9e5d-1ced-4453-955f-df412afa5104
5433b8d9dabfaebba5820c59,defaa0b3-7efe-46cb-a6b7-3c7fdd01ca95
53f43dd9dabfaee43ec67ddb,a1092e7d-c89e-462d-97ad-d365bc3284e3
53f43a40dabfaee02aceeaa1,8a2b8f4e-1aec-4ab6-8d64-8ec93a840f29
543539c7dabfaebba58b5bac,324555ec-dc66-4f03-8778-7d85e3452388
53f433a7dabfaee43ec13ee7,df2b6f2e-ac39-4018-948e-c8cbeeb46167
5447f880dabfae87b7db800b,31038b3b-bc1d-4204-a6bd-3a7db05e4e7d
53f44befdabfaec09f1df000,f9ec8476-390d-46d7-af31-581da842d868
53f44a17dabfaedf435db9d3,464a1642-4e74-4c0d-bec1-4c1a99cf94d7
53f46e09dabfaec09f25dad2,431994c7-715f-4eaf-8b59-85ded62f453c
53f44ab7dabfaedd74e001fc,30094f03-a182-498f-8c28-511ff57e97a9
53f4413fdabfaee02ad095b2,66dbc7f8-11ae-4a1b-9e9b-9b66be59f80c
5410130bdabfae450f4cd7da,b65bd202-eb91-431e-8ab4-f8060f9d4266
53f4554bdabfaee1c0b29277,bc0b430a-f9f9-47b3-92b2-84b81f8490bc
53f42e42dabfaee4dc725188,8e172165-aff6-4370-a90c-7474826cecef
53f44d26dabfaedf435e7873,c8137fe5-5bbc-46b6-817c-680532a6e11b
56cb18c5c35f4f3c65661948,65db5ea0-9141-4e28-ae64-4b175e16edcb
53f7e288dabfae9060af44bb,7983cb70-441f-4893-aa03-87df71e13d4b
53f463d5dabfaee2a1da4a4e,af64e468-e04a-4adc-83bb-3eb7015e1bf3
53f4311adabfaee2a1cabf24,97ea24f8-2c0a-4fef-b1ae-fa471312dd1f
53f454d4dabfaee0d9bedd24,b5f3afd4-fd50-494f-9f2c-349d26acb66b
53f44b70dabfaee2a1d4918d,23806b0a-a18a-4f10-8ad8-3ec4502cf5df
53f4d282dabfaef0f3f8158e,ce131665-c090-43fb-815d-1704edb5b2ae
53f43385dabfaee02acacf0d,dcd96e10-a616-4dc9-937b-67db8fccb59f
53f4370fdabfaee43ec35e3a,0a1d85bc-fe6c-4e12-a074-a2a50b527ab3
53f435b4dabfaee43ec2a3af,1f422f33-84ce-4b8c-bcf8-d52c0294ac66
53f55bdbdabfae4e09f8045b,ea667738-0d47-4e66-8869-1168744b2e39
53f43acddabfaeb22f49b808,761c8048-deaa-46a3-b2b4-d4c63ccf4b9f
5448e7badabfae87b7e911b2,b3e3d15e-0801-4ab0-b3e1-341f56fa7769
544846c9dabfae87b7dfc6bb,8e8d9ace-4450-4164-a67e-5446dc3243f5
53f4530cdabfaee2a1d670ba,01747a62-9920-470c-9610-d4c447a41677
5448398cdabfae87b7decaca,2f420066-2a18-4c0f-92b7-7eb4e7c2a5ab
53f7b9e6dabfae938c6d47f2,3d181d50-1131-45f5-9447-ac862bd6844d
53f4753edabfaee4dc8892de,e1dd9107-e78d-438b-93b6-dbe8284ec0fe
53f3272cdabfae9a84478023,f0618738-71df-4379-ac80-ffc496d6c9a7
53f38053dabfae4b349f554c,27aeba4a-2f57-4ae9-979b-dcf6a26bf148
54327f94dabfaeb54215839f,76625217-e10f-47a1-8942-33646298fdd1
53f4328fdabfaee2a1cbee5e,b04ac697-798b-4eaf-819b-5c396e628575
53f3221adabfae9a8445c121,76fab6ec-2940-411a-98c9-927d620fdadd
53f45c63dabfaedf4362134f,795a4157-b91a-4906-b89b-17f53369f315
53f42cb5dabfaee0d9af32be,a4bda87b-99f5-4883-8aee-8b6cc9860bb3
53f43489dabfaeb22f460042,956b0dd2-7259-4d5e-9a8f-cf36aa4dd14d
5601ad6245cedb3395e9124e,6576f636-12e2-466b-893e-f67842ce0fce
53f430c1dabfaee0d9b27b19,31f40352-bb1a-429f-8361-50820ddf196a
53f353d4dabfae4b34954000,fd6cd2a5-3efd-4f55-81bd-ba454808ef11
53f48622dabfaee4dc8b1195,89f4cc98-7582-461d-98ae-07922f040c15
53f454ebdabfaeb22f4fb342,6e037c47-a10a-40ac-a6b7-e5fca3d8fdd3
53f42de9dabfaec22ba1ebb4,84f4e146-a1dd-48ec-b3b2-5bf47293024e
53f474c4dabfaefedbba75b9,f94d9592-72bf-4336-8385-0615aeac74bf
53f44592dabfaeb22f4bc490,86264afb-6b0a-4c23-ade7-de9f6692457b
53f4979cdabfaedce5621a32,d802b5f0-9242-46d3-a506-b23bf9ba9621
53f4684adabfaedce55efbc7,e3a3ac4a-9336-414a-9cbd-98eac9fa2795
53f43767dabfaee2a1cef741,fb05e284-ea71-44e9-a1fd-bcba907aa294
54880845dabfaed7b5fa3457,1878942a-c693-4280-9413-017dfe6cced6
53f43e5ddabfaeb22f4aa11f,469faba3-8121-487a-8d26-a16c14772c5b
53f42c71dabfaee0d9aeee4b,ddbf9bdb-f083-4e9c-9dd2-adc59580a462
53f38951dabfae4b34a26bdb,a4961c64-b00a-4278-8946-30570a301fe2
53f4ccbddabfaee57a782c48,04143537-737a-41de-b2e5-8e1500993f90
53f39c5bdabfae4b34a9c44f,e3ddd9b4-e147-42c5-9a1c-da3db4aebcdc
53f4760bdabfaee02add2c39,a4cab0fc-a478-46f7-8fd8-7ac6edd331c3
54090553dabfae450f459495,599af9a6-065f-4855-85d0-c6ee4704257a
543505b3dabfaebba58907a7,d340c21f-ca83-4f03-8a59-dc15ca81387f
53f4309adabfaee2a1ca5a45,aff92296-5bc8-45f5-b036-70ab74b5e90e
53f43d88dabfaec22bab206e,bea6ce51-75d0-49d1-9dff-b8cc81cc3416
53f446ccdabfaeee229f8fc1,1f3c38d1-ff6b-4fbe-956f-83638b470269
544857b5dabfae87b7e0e08d,b07d0b63-2a1c-4902-bc99-98bcb457aacb
54480a32dabfae87b7dc9520,212b1dac-06fd-4e05-8345-39d303fd2aaf
53f47502dabfaee1c0b9fb94,111fbf12-3b45-495b-8540-738944cdd7ea
54314adedabfae8f29141bca,72549594-7b26-4096-8213-f1b0733b9587
53f3b0addabfae4b34b1a2d4,dadf7d3a-d254-4fa1-9937-a2bbf840347f
53f4c75ddabfaee57d77c0a1,f36f6072-ffe4-4828-b68e-08706b4eeeec
54068d98dabfae44f083fe63,5f6af619-5b86-44b1-a318-efe1a183a464
53f43019dabfaee2a1c9ebd2,06a3b16d-428b-4815-abe6-11f825d59da6
53f45242dabfaee0d9be37f4,1399d7cf-af6e-44f9-bf95-ff888b036f68
53f38aa8dabfae4b34a2e27a,79820697-745a-4f18-9d65-0b94d4e2bb36
53f31c1fdabfae9a8443aca1,583ec6f3-b398-4a4b-888f-0181d220d624
53f38348dabfae4b34a02f33,461e11e5-3384-4226-8277-388c436f1677
53f79cb1dabfae92b40cd4e9,1e7bae85-c520-4506-83cb-94d804efe1f5
53f49870dabfaee0d9c74ca5,8695d781-685c-4066-a91d-26c2004a7704
5447fde2dabfae87b7dbd61e,ea8b8c74-196b-44cf-9d91-67c2ca596018
54108845dabfae44f08ba73c,b95e092e-fb24-4260-949c-06379e3532b1
53f43104dabfaeb1a7bb9534,18fb81ae-2e86-4ea6-8570-534a60430e8f
53f43039dabfaec22ba3c2d5,3b9d7845-9a75-4061-a8d0-2da34878a9f8
5448e193dabfae87b7e8b4fe,5466930f-24a3-4a95-8d94-69915c21569f
53f431aadabfaee2a1cb329f,c5a377a0-c472-4779-a049-1aa464570841
53f439dcdabfaedf4359f59f,0f3088d1-27a5-43f5-ad85-3becfc8fdc5c
53f4356fdabfaee02acc1e74,2cb985bc-1c53-47c6-aab3-fe6fa2e9d900
53f38e3adabfae4b34a44143,3fee7030-0e53-44ad-844b-47cc86d49748
53f436eedabfaee43ec34d64,5094933a-fe52-4bc2-b6b1-9031a447ce84
54090900dabfae450f45ac02,dbaad27e-63e9-45b5-badc-57029e9e4575
53f4438cdabfaeecd69a1ba7,bf3ce795-84ef-43f2-9b86-2b609f44ec92
5448257fdabfae87b7de19ba,6a2ea11a-938e-419b-acc4-a6be43b5b5a9
56cb18b7c35f4f3c6565d822,38799dae-537d-4964-a38a-4a79d2aaa3eb
53f430d9dabfaec09f1404be,c00ee292-4e84-49a7-bd56-509250fe9390
53f47ef4dabfaec09f29b8ad,643c212e-2bad-4cdd-9a13-34b10e464dc8
53f42e06dabfaee1c0a3bfa7,db2ddbf9-6440-454b-8844-b711f32e0dfb
53f39d53dabfae4b34aa2bf7,f1ceb6a5-04d3-472e-a974-4076006ce163
53f47214dabfaedf4367310e,7ffb0650-bbfc-4a14-9f64-c4a977f38efb
53f43a34dabfaee1c0ac0ea8,6f3bc879-73fe-459b-89ca-5babafa7f6f8
53f42e8edabfaedd74d45e7c,59ba1812-af81-4f0b-afa4-3118652820d9
53f44dafdabfaec09f1e570a,8a86e4b4-5d8d-4b63-9dc2-02c611fd5da8
54871ea6dabfaed7b5fa2e23,baf53264-8002-4c77-9dac-f94cc8b5c2a9
53f44747dabfaeecd69afede,1d823f77-3b7f-436f-be0a-fe9f0e5e4cfa
56017b7845cedb3395e61071,a2706dae-9c65-47db-b124-629d3dc619b0
53f434e4dabfaedf435723a1,0f034bd1-550a-44af-9f68-077c0bdc5c68
53f438a7dabfaee43ec4547e,561cae1b-83c8-4b65-b25a-ea7a609b0905
53f43529dabfaee4dc7784e8,8b23e534-5fec-4a12-8fff-28ca80360659
53f37c9ddabfae4b349e7b91,22779bd7-89f0-4000-8727-dd8ff651489a
548cdbc0dabfaed7b5fa46fe,ce45848e-5afc-47e3-86b0-2c05e5492a35
53f45c55dabfaee2a1d89c53,a87fd62b-29cb-4006-8ac0-4a09238e26dd
5432acd8dabfaeb4c6a96173,fb60d5fa-3d7b-4972-81d0-572cdac6cc01
53f4a55ddabfaedd74eb7a1a,7b684326-c9ed-4122-b274-bfa865a8979d
53f42eecdabfaee0d9b10bb5,60c4d26d-6f30-4b61-9ca4-9be3a39f48a9
53f44bc3dabfaedf435e2377,a7ffa715-e938-4d4c-9232-f95b7d1a1e27
53f824fadabfae92b410f0bb,d01ca799-989e-41fc-a830-9781660ec797
53f44e78dabfaee2a1d54ae1,479a962b-a296-40eb-b51a-ed7057e63cdd
53f46f4bdabfaee02adb7ece,c8a60a09-ead8-4699-8dfe-84a6853986ee
5601920945cedb3395e7e216,34c5aba9-5d96-4c83-bc14-e305dee2b2dc
54329208dabfaeb54215e1a8,b6ff05fe-5575-421c-8143-a6fe8d084dbf
53f43b3adabfaedd74dcf4f9,ff667bf4-712a-485a-a93f-32b5db3a03b0
53f3a225dabfae4b34ac0ced,4fe968a1-5598-4802-889f-678e92512421
